option_type,delta,gamma,theta,vega,iv,return_exp
PUT,-0.83709,0.00111,-0.17117,0.99085,0.3911,2.324440563257286
PUT,-0.84212,0.00239,-4.16442,0.04262,5.66252,-0.0495448816692339
PUT,-0.88122,0.00037,-0.18014,0.12146,0.82528,0.44622030237581
PUT,-0.8668,0.00324,-0.12082,0.27312,0.39842,-0.4926495726495723
PUT,-0.87679,0.00028,-0.33457,0.18258,0.90638,-0.2669866666666667
PUT,-0.84248,0.00092,-0.07106,0.16089,0.79179,0.4560336584432968
PUT,-0.82356,0.00021,-0.08701,0.30478,0.67207,0.5486811779769526
PUT,-0.87278,0.002,-0.20504,0.34831,0.44574,-0.5304579813250337
PUT,-0.84391,0.00299,-0.11732,0.25648,0.53053,-1.0
PUT,-0.83694,0.00051,-0.1093,0.76491,0.47146,-0.7368730543064682
PUT,-0.81295,0.00068,-0.03569,0.49805,0.42911,-1.0
PUT,-0.82589,7e-05,-0.30474,0.15652,1.26659,0.2380385560874626
PUT,-0.85901,0.00228,-0.39992,0.31819,0.54916,0.7275982329690768
PUT,-0.82653,0.0005,-0.07005,0.22345,0.70074,0.1646240027160075
PUT,-0.87706,0.01354,-0.08648,0.10151,0.26832,-0.4668547249647397
PUT,-0.8879,0.00498,-0.02965,0.10338,0.49239,-0.3618163054695565
PUT,-0.86489,0.00109,-0.0612,0.13578,0.71396,0.515143184421535
PUT,-0.87287,0.00389,-0.06246,0.14478,0.46844,-0.5129378794955629
PUT,-0.8801,0.00075,-0.05026,0.18544,0.46267,-1.0
PUT,-0.85396,0.00371,-0.05084,0.24514,0.38898,-0.8895849647611588
PUT,-0.82479,3e-05,-0.14509,0.49518,0.78266,-0.5915199895308512
PUT,-0.83622,0.00048,-0.10649,1.19857,0.3935,1.3190235690235692
PUT,-0.84705,0.00144,-0.30425,0.67822,0.44715,3.215589569160998
PUT,-0.83684,0.00714,-0.39913,0.24245,0.35001,0.0396907216494854
PUT,-0.82636,0.00099,-0.14665,1.17341,0.38874,1.5214037068397777
PUT,-0.83175,0.00166,-0.17564,0.60691,0.46834,-0.6665627921470862
PUT,-0.85271,0.00203,-0.11511,0.22327,0.61484,0.4846566000974184
PUT,-0.86847,0.00018,-0.18776,0.68598,0.50979,1.474449248507309
PUT,-0.85495,0.00265,-0.04089,0.23217,0.42268,-1.0
PUT,-0.82152,0.0005,-0.09564,0.3736,0.63551,0.1661386138613861
PUT,-0.85751,0.00154,-0.1035,0.38089,0.46811,-0.8318224211900763
PUT,-0.85184,0.00472,-0.05918,0.21836,0.39088,-1.0
PUT,-0.71034,0.00684,-0.20826,0.33366,0.49422,-1.0
PUT,-0.70785,0.01259,-0.30183,0.19288,0.48339,-0.1925494761350419
PUT,-0.79974,2e-05,-0.05017,0.24978,0.90135,0.1383361304243586
PUT,-0.75576,0.00806,-0.17275,0.28867,0.42177,1.001656314699793
PUT,-0.77244,0.00425,-0.39507,0.4154,0.48888,-0.4550355672032949
PUT,-0.79436,0.00617,-0.34106,0.35978,0.355,-1.0
PUT,-0.74487,0.00021,-0.66038,0.07541,3.27132,-0.0343977872768418
PUT,-0.73479,0.00927,-0.10855,0.30091,0.37405,-1.0
PUT,-0.79965,0.00202,-0.08214,0.51392,0.49036,0.6333583771600302
PUT,-0.79498,0.00841,-0.27432,0.1838,0.49641,0.2127691165553074
PUT,-0.76641,9e-05,-0.11845,1.19577,0.57291,0.5930758754009048
PUT,-0.72965,0.00267,-0.06435,0.68857,0.46804,1.0536669542709232
PUT,-0.72994,0.00028,-0.52539,0.04856,3.67082,-0.131
PUT,-0.78219,0.00095,-0.10298,1.46956,0.39569,1.26246719160105
PUT,-0.74983,0.00019,-0.52646,0.15506,1.95146,-0.0579647386328488
PUT,-0.79264,0.00851,-0.54058,0.2463,0.38059,0.3556756756756752
PUT,-0.79772,0.00067,-0.10959,1.05714,0.48786,0.9251351351351348
PUT,-0.7908,0.00181,-0.05623,0.47986,0.50808,0.7658953364186546
PUT,-0.72419,0.00074,-0.1224,2.79154,0.38861,1.553032886723508
PUT,-0.74292,0.00589,-0.18826,0.3564,0.47187,1.5816326530612246
PUT,-0.76227,0.00202,-0.08788,0.80759,0.44382,-1.0
PUT,-0.79375,0.00271,-0.42526,0.45819,0.59003,0.1928755565971408
PUT,-0.77021,0.00124,-0.10684,0.97398,0.4877,-0.3583296703296702
PUT,-0.76378,0.00176,-0.20747,0.85138,0.53374,-0.0535428571428571
PUT,-0.76695,6e-05,-0.09841,1.07578,0.55735,0.5362548224354536
PUT,-0.78493,0.00557,-1.60515,0.24937,0.59942,10.0
PUT,-0.79163,8e-05,-0.11567,1.18763,0.5226,0.7229550176354063
PUT,-0.70358,0.00587,-0.35129,0.4971,0.40351,-1.0
PUT,-0.75523,0.00499,-0.05838,0.37255,0.48793,1.000613967766692
PUT,-0.76338,0.00119,-0.16911,1.07206,0.53705,0.047887323943662
PUT,-0.79244,0.0113,-0.10003,0.20132,0.35972,0.01169702780441
PUT,-0.73757,0.00026,-0.13477,0.07466,2.40714,0.0880110401932033
PUT,-0.78311,0.00087,-0.19699,0.09457,1.54375,0.0546066470340766
PUT,-0.70439,0.00397,-0.40713,0.54621,0.5428,-0.8400280898876407
PUT,-0.74117,0.00025,-0.11052,0.15849,1.38435,-0.1258307735269477
PUT,-0.70831,0.00256,-0.24431,0.84854,0.50619,-0.2861941112322787
PUT,-0.76235,0.00035,-0.06541,0.20706,0.96965,0.2062857982082536
PUT,-0.75463,0.0101,-0.11935,0.19035,0.5156,1.3885810243492869
PUT,-0.75081,0.00041,-0.11904,1.44682,0.54727,0.6610405083399523
PUT,-0.71543,0.01812,-0.12026,0.10142,0.62512,-1.0
PUT,-0.78085,0.00555,-0.27291,0.48214,0.32061,-0.6595910418695224
PUT,-0.78616,0.00624,-0.05912,0.22738,0.52821,0.4516898608349903
PUT,-0.75908,0.00407,-0.32106,0.51481,0.44477,-0.4362863217576189
PUT,-0.78173,0.00793,-0.38747,0.30335,0.36109,-1.0
PUT,-0.70961,0.00448,-0.32859,0.57894,0.43765,-0.6509771986970692
PUT,-0.78296,0.00273,-0.0353,0.80606,0.38477,-1.0
PUT,-0.76903,0.01957,-0.13138,0.16635,0.27902,-0.4057142857142862
PUT,-0.73748,0.00096,-0.12043,1.25372,0.52809,-0.9452050123604124
PUT,-0.74821,0.0053,-0.24697,0.53134,0.34997,-0.1391304347826094
PUT,-0.73424,0.0029,-0.06471,0.57609,0.49729,0.9170915958451368
PUT,-0.70089,0.00444,-0.46531,0.70674,0.37671,8.549958158995816
PUT,-0.77164,0.00146,-0.05757,0.66414,0.48439,0.8214203894616262
PUT,-0.75589,0.00216,-0.23283,0.75047,0.53324,-0.2376806422836749
PUT,-0.79862,0.00595,-0.209,0.28002,0.44345,-1.0
PUT,-0.71874,0.00409,-0.6322,0.65958,0.41436,8.9499434602337
PUT,-0.75941,0.0028,-0.02869,0.61485,0.37417,0.6120892300311828
PUT,-0.79403,0.00032,-0.07131,0.41567,0.6359,0.5803133966011916
PUT,-0.79648,0.0037,-0.40046,0.35686,0.55402,-0.0451318788668186
PUT,-0.70192,0.00771,-0.08434,0.29686,0.50375,-0.1770234986945166
PUT,-0.76967,0.00404,-0.46198,0.40409,0.56297,-0.5579945799457994
PUT,-0.73884,0.00322,-0.0534,0.58686,0.44731,0.9585416666666668
PUT,-0.73377,0.00435,-0.32892,0.64513,0.3817,-1.0
PUT,-0.79524,0.00227,-0.02238,0.75494,0.29183,-1.0
PUT,-0.77921,0.01837,-0.55187,0.10011,0.47641,0.7957024793388446
PUT,-0.74318,0.00366,-0.36829,0.56287,0.48033,0.1293816084588272
PUT,-0.70109,0.00643,-0.05311,0.46874,0.37203,-0.856353591160221
PUT,-0.79678,0.0,-0.05005,0.09714,5.06465,-0.0070915718546336
PUT,-0.77967,2e-05,-0.04974,0.27572,0.86558,0.2483266081177309
PUT,-0.76986,0.00911,-0.15442,0.19411,0.49808,1.2977183320220298
PUT,-0.75778,0.00274,-0.03305,0.66897,0.37349,0.7765301426599172
PUT,-0.7556,0.00437,-0.0624,0.41823,0.47146,1.052981969486824
PUT,-0.79931,0.00163,-0.04702,0.50476,0.46481,0.787151515151515
PUT,-0.71989,0.00142,-0.15263,1.81576,0.38409,2.0592688986158763
PUT,-0.78009,0.00342,-0.02843,0.70656,0.28905,-1.0
PUT,-0.73745,0.00824,-0.08185,0.26548,0.48901,1.5255629139072848
PUT,-0.77578,0.00962,-0.20768,0.20193,0.46225,0.0288052373158759
PUT,-0.79297,0.00066,-0.05285,0.43138,0.56749,0.5453461239305158
PUT,-0.72271,-1e-05,-0.13245,1.17216,0.67732,0.4496421368974652
PUT,-0.75356,0.00908,-0.57614,0.21088,0.5197,-0.1229773462783163
PUT,-0.75416,0.00293,-0.03759,0.95162,0.33913,-1.0
PUT,-0.74528,0.01223,-0.10285,0.2136,0.38159,-0.8457883369330457
PUT,-0.78358,0.00138,-0.03149,0.72533,0.38088,-1.0
PUT,-0.72969,0.00883,-0.27021,0.31327,0.39063,-1.0
PUT,-0.70136,0.00558,-0.25409,0.40245,0.53068,-0.7333333333333333
PUT,-0.76614,0.00036,-0.09841,1.27598,0.5119,0.6559348111003475
PUT,-0.79096,0.00106,-0.09771,1.10682,0.43328,1.093924148606811
PUT,-0.73139,0.00185,-0.11862,1.36426,0.37996,1.502581232918312
PUT,-0.70031,0.00014,-0.28255,0.16572,1.77403,0.0517311608961303
PUT,-0.7156,0.00557,-0.36142,0.41012,0.50382,-1.0
PUT,-0.7218,0.00159,-0.12829,1.57467,0.39085,1.5152621967127575
PUT,-0.7179,0.00118,-0.08922,1.70296,0.40929,1.026
PUT,-0.77309,0.00361,-0.34445,0.52259,0.48127,0.2665868263473053
PUT,-0.70092,0.0002,-0.25586,0.14576,1.80378,-0.1373318244687538
PUT,-0.72702,0.00272,-0.0761,0.77985,0.43402,-1.0
PUT,-0.77059,0.00038,-0.06144,0.24851,0.7941,0.2505350772889418
PUT,-0.78189,0.0059,-0.40046,0.32377,0.43603,-0.3971473851030117
PUT,-0.79673,0.01051,-0.35909,0.1845,0.41148,-0.2456824512534818
PUT,-0.77191,0.00535,-0.45721,0.35954,0.47104,-0.2470806302131603
PUT,-0.7138,0.00161,-0.03119,1.09692,0.37997,0.1050189793336145
PUT,-0.70264,0.00208,-0.33471,0.88551,0.60882,0.0354305200341009
PUT,-0.73256,0.00364,-0.1341,0.54004,0.49876,0.5127710843373494
PUT,-0.74455,0.00091,-0.03324,0.62713,0.48124,-1.0
PUT,-0.72254,0.02122,-0.14152,0.08499,0.62364,-1.0
PUT,-0.71212,0.0058,-0.04688,0.51114,0.36155,-0.2702439024390243
PUT,-0.74387,0.00282,-0.32384,0.63194,0.58177,-0.4043236015154888
PUT,-0.72591,0.00521,-0.07193,0.33808,0.55881,0.6235196687370602
PUT,-0.76626,0.00151,-0.06296,0.73469,0.47468,0.9318188312616084
PUT,-0.70924,0.0015,-0.17275,1.17185,0.54407,-0.1921148697980042
PUT,-0.73727,0.00028,-0.06955,0.67434,0.62767,0.5059769930013676
PUT,-0.73005,0.00866,-0.14006,0.30881,0.39599,0.3924207269914923
PUT,-0.74872,0.00021,-0.87629,0.13491,2.43335,0.0285057911362113
PUT,-0.79692,0.00433,-0.30408,0.41815,0.41795,0.1520182787509518
PUT,-0.77437,0.00866,-0.08917,0.19782,0.51106,1.19465541490858
PUT,-0.74196,0.00382,-0.066,0.48646,0.47417,0.7588634959851759
PUT,-0.76986,0.00145,-0.09893,1.3201,0.38046,1.4081778200404138
PUT,-0.76883,0.03026,-0.17512,0.10577,0.2857,1.7966573816155975
PUT,-0.77787,0.00112,-0.18901,1.60036,0.39961,1.9783871274873843
PUT,-0.78486,0.00206,-0.08638,0.54747,0.50905,0.9275059556532894
PUT,-0.71917,0.00113,-0.10119,1.69411,0.43278,1.0265133957541488
PUT,-0.75458,0.00179,-0.16487,1.05172,0.45353,-1.0
PUT,-0.70823,0.01755,-0.1099,0.12676,0.5298,1.032970451010887
PUT,-0.7107,0.00909,-0.06338,0.38629,0.32297,-0.6706827309236948
PUT,-0.72523,0.00442,-0.14512,0.47012,0.49918,0.4241430700447095
PUT,-0.72525,0.02046,-0.18429,0.13069,0.41011,-0.8022641509433959
PUT,-0.75513,0.00132,-0.12618,1.30091,0.43936,-0.9295098146726612
PUT,-0.78973,0.00058,-0.16059,0.14403,1.25087,0.2432850241545894
PUT,-0.71166,0.02332,-0.21385,0.12921,0.38216,0.11504424778761
PUT,-0.79329,0.00117,-0.14982,1.44807,0.38091,1.7936729009152403
PUT,-0.78152,0.00446,-0.14381,0.33967,0.50542,0.7339946585272796
PUT,-0.76244,0.00093,-0.06642,0.21014,0.94578,-0.0187804878048781
PUT,-0.71398,0.00889,-0.34336,0.2311,0.55387,-0.4267741935483877
PUT,-0.77233,0.00563,-0.04465,0.48254,0.3043,-1.0
PUT,-0.75303,0.00477,-0.35192,0.49249,0.41988,-1.0
PUT,-0.7164,0.003,-0.04154,1.01734,0.37208,-1.0
PUT,-0.72135,0.00024,-0.1327,0.26023,1.14185,0.2460307159852908
PUT,-0.74747,0.00336,-0.13609,0.57686,0.47111,-1.0
PUT,-0.79071,0.00477,-0.0428,0.38004,0.37405,-0.5710238769728855
PUT,-0.78732,1e-05,-0.11549,1.07189,0.55128,0.6508456608683081
PUT,-0.77804,0.00085,-0.17535,0.08799,1.57133,-0.3713043478260868
PUT,-0.7774,0.01445,-0.83322,0.16186,0.37629,0.135106382978725
PUT,-0.72781,0.0026,-0.3199,0.82276,0.49443,-0.4888597640891219
PUT,-0.75595,0.0026,-0.06517,0.6947,0.42672,-1.0
PUT,-0.7912,0.00074,-0.05637,0.43198,0.57768,0.5548951976651632
PUT,-0.77436,0.00433,-0.3674,0.46436,0.44955,-0.5961848862802644
PUT,-0.71765,0.00988,-0.15117,0.29504,0.38424,2.208586762075134
PUT,-0.78634,0.0125,-0.46589,0.17241,0.39292,-0.124022346368714
PUT,-0.76223,0.00015,-0.41544,0.05897,3.59027,-0.0497954577514458
PUT,-0.7024,0.00373,-0.13766,0.5816,0.51036,0.4494825964252118
PUT,-0.7021,0.00227,-0.17369,1.10649,0.44527,-0.1226928895612705
PUT,-0.73073,0.00764,-0.19965,0.31125,0.45764,1.5384210526315791
PUT,-0.75691,0.00027,-0.34912,0.17272,1.6201,0.1288241881298991
PUT,-0.74046,0.00224,-0.0824,0.86156,0.43131,-1.0
PUT,-0.78237,0.00131,-0.1219,1.04101,0.4443,-1.0
PUT,-0.7822,0.0263,-0.16753,0.10775,0.30114,0.1248192771084325
PUT,-0.73855,0.00079,-0.11914,1.62437,0.48876,0.885989010989011
PUT,-0.71848,0.00815,-0.18959,0.29128,0.46552,2.490218978102189
PUT,-0.76828,0.00524,-0.04234,0.40131,0.37828,-0.800520381613183
PUT,-0.74623,0.00639,-0.3778,0.41427,0.38679,-0.1764305949008491
PUT,-0.72719,0.00136,-0.0989,1.5333,0.41087,1.1709058456046406
PUT,-0.79384,0.0038,-0.46874,0.50192,0.40517,6.981972212809217
PUT,-0.72864,0.00146,-0.14841,1.76989,0.38113,2.028103044496487
PUT,-0.77715,0.00368,-0.29082,0.50135,0.44859,-0.4673095467695282
PUT,-0.74705,0.00336,-0.39794,0.49502,0.61793,-0.9703783783783784
PUT,-0.74072,0.00268,-0.25641,0.82203,0.44198,0.4866265617769549
PUT,-0.719,0.0035,-0.05746,0.63769,0.43795,1.181960346271991
PUT,-0.75247,0.00423,-0.23241,0.50046,0.46631,-1.0
PUT,-0.78479,0.00099,-0.02941,0.65748,0.40108,-1.0
PUT,-0.79982,0.01704,-0.09371,0.17117,0.26076,0.1450617283950624
PUT,-0.78759,0.00086,-0.1108,1.15583,0.46039,-0.7379155900086131
PUT,-0.78597,0.00494,-0.1041,0.34159,0.44916,-1.0
PUT,-0.7589,0.01255,-0.07924,0.12714,0.60689,-1.0
PUT,-0.78311,0.00636,-0.04964,0.32783,0.36602,-1.0
PUT,-0.74596,0.00029,-0.12057,1.42912,0.5632,0.6220822877704651
PUT,-0.77123,0.0012,-0.11125,1.17671,0.44086,-1.0
PUT,-0.71494,0.00482,-0.3327,0.68868,0.34382,-1.0
PUT,-0.7978,0.00341,-0.04594,0.28028,0.5359,0.4734006734006735
PUT,-0.78324,0.00259,-0.31481,0.55304,0.53086,-0.2530805687203791
PUT,-0.77106,0.00044,-0.1871,0.1211,1.46974,-0.1932282157676348
PUT,-0.71445,0.013,-0.37738,0.17732,0.49293,-1.0
PUT,-0.75203,0.00091,-0.10265,1.48804,0.45494,0.9616866708780792
PUT,-0.72691,0.00377,-0.04605,0.82031,0.35728,-1.0
PUT,-0.78585,0.00431,-0.03471,0.57278,0.29016,-1.0
PUT,-0.7201,0.01248,-0.09912,0.23136,0.38197,-1.0
PUT,-0.71912,-1e-05,-0.12653,1.20402,0.66652,0.4433316179090298
PUT,-0.72394,0.00069,-0.08654,1.62705,0.47776,0.6510739227829752
PUT,-0.70856,0.00164,-0.17457,1.74401,0.37527,2.3080039111607764
PUT,-0.75486,0.0057,-0.044,0.42173,0.36597,-0.8071495766698025
PUT,-0.7698,0.00066,-0.17018,0.10664,1.48582,-0.0592692828146142
PUT,-0.7724,0.00029,-0.05978,0.47305,0.61971,0.4881845578301985
PUT,-0.78233,0.00289,-0.05806,0.484,0.45708,1.0449250430081105
PUT,-0.70398,0.00135,-0.19902,2.00249,0.391,2.4952592766007258
PUT,-0.75381,0.02203,-0.14534,0.07869,0.57737,-1.0
PUT,-0.79646,6e-05,-0.13406,1.15635,0.54653,0.757207474756705
PUT,-0.71091,0.0145,-0.16114,0.22033,0.36115,-1.0
PUT,-0.7186,0.00337,-0.20965,0.77028,0.42294,-1.0
PUT,-0.78574,0.00319,-0.06029,0.44704,0.46491,1.104357066950053
PUT,-0.79326,0.00291,-0.06645,0.40349,0.49976,0.7337691727432738
PUT,-0.78643,9e-05,-0.11383,1.10589,0.544,0.6646182586893468
PUT,-0.79667,0.00017,-0.10747,1.19672,0.49651,0.7623926316878817
PUT,-0.732,0.0069,-0.4933,0.23867,0.64392,-0.3062119366626061
PUT,-0.6068,0.00015,-0.105,0.06834,4.45221,-0.0185932579027177
PUT,-0.6362,0.06743,-0.41878,0.07812,0.2676,-1.0
PUT,-0.68586,0.01168,-0.71145,0.26502,0.40352,-0.2618937644341793
PUT,-0.66955,0.00185,-0.04002,1.25491,0.40614,0.1708625055861761
PUT,-0.61783,0.00576,-0.28214,0.54462,0.4615,-1.0
PUT,-0.67862,0.00608,-0.47658,0.4091,0.51963,-1.0
PUT,-0.63943,0.00666,-1.14281,0.35388,0.59003,1.8774550484094048
PUT,-0.62965,0.0,-0.00955,0.06196,7.3053,0.026058832588942
PUT,-0.65632,0.00656,-0.66175,0.37999,0.54112,-0.9415584415584416
PUT,-0.60832,0.00749,-0.34096,0.27115,0.71679,-1.0
PUT,-0.62587,0.01529,-0.11994,0.15841,0.60001,-1.0
PUT,-0.60359,0.0026,-0.06066,1.16863,0.43555,-1.0
PUT,-0.60809,0.00243,-0.03298,0.95857,0.46521,-0.465863453815261
PUT,-0.62848,0.00587,-0.20392,0.49444,0.48344,1.838785046728972
PUT,-0.60727,0.00626,-0.3716,0.6053,0.38703,0.1177441540577717
PUT,-0.69449,0.00573,-0.17334,0.40903,0.50423,0.8932254802831142
PUT,-0.69675,0.00027,-0.0965,0.33355,1.01006,0.2517217425821177
PUT,-0.64352,0.00221,-0.16002,1.39776,0.42026,-1.0
PUT,-0.6309,0.00778,-0.49327,0.29921,0.60807,-0.5703585657370512
PUT,-0.66702,0.00375,-0.06949,0.66849,0.47721,1.1453192808431494
PUT,-0.68899,0.00841,-0.63441,0.34184,0.42856,0.981981981981982
PUT,-0.6347,0.00099,-0.0803,2.57735,0.42031,1.13937550040032
PUT,-0.68927,0.01079,-0.76453,0.36638,0.31543,-1.0
PUT,-0.65897,0.00795,-0.47953,0.43282,0.38867,-0.7113071371291099
PUT,-0.63431,0.00496,-0.31909,0.67246,0.42288,-1.0
PUT,-0.68409,0.0052,-0.32386,0.45582,0.51989,-1.0
PUT,-0.62182,0.01624,-0.48052,0.16502,0.53576,-1.0
PUT,-0.64947,0.00557,-0.37698,0.6027,0.40757,-0.0290143964562563
PUT,-0.61929,0.00181,-0.12686,1.78029,0.425,1.6841115537848603
PUT,-0.68423,0.00746,-0.05687,0.42976,0.37555,-1.0
PUT,-0.61406,0.00124,-0.05755,2.19377,0.41207,0.9836195508586524
PUT,-0.6482,0.00086,-0.07937,2.55953,0.43235,1.012494816862474
PUT,-0.62745,0.00436,-0.36722,0.95134,0.34284,9.03064295485636
PUT,-0.69041,0.00369,-0.0387,0.78099,0.37276,0.9447658813003283
PUT,-0.65474,0.0121,-0.15602,0.2874,0.38918,-1.0
PUT,-0.65501,0.00012,-0.26325,0.18601,1.84094,0.0136447449293176
PUT,-0.67924,0.0058,-0.04372,0.54831,0.36999,-1.0
PUT,-0.69445,0.0036,-0.0684,0.70099,0.43386,1.5092752758723535
PUT,-0.67898,0.00341,-0.40741,0.73683,0.49313,0.7295613477431655
PUT,-0.66906,0.00671,-0.15014,0.40637,0.4724,-0.1257529194837122
PUT,-0.60362,0.00655,-0.3965,0.57899,0.38997,-0.0570188133140363
PUT,-0.66388,0.00514,-0.06751,0.46127,0.51749,0.9181225554106912
PUT,-0.68356,0.00163,-0.20558,1.28313,0.52859,0.0221489420170378
PUT,-0.63311,0.01062,-0.09076,0.34751,0.37855,-1.0
PUT,-0.62173,0.0077,-0.10236,0.5515,0.3388,-1.0
PUT,-0.68583,0.00374,-0.42111,0.63289,0.51462,0.0088996205588135
PUT,-0.64652,0.00245,-0.16441,1.31433,0.40724,-1.0
PUT,-0.60677,0.01049,-0.31071,0.24099,0.57827,1.6974011299435032
PUT,-0.6375,0.00211,-0.16184,1.47656,0.43074,-1.0
PUT,-0.61936,0.00828,-0.31188,0.30933,0.5644,-1.0
PUT,-0.61795,0.00349,-0.30309,0.89238,0.45813,0.0746817538896748
PUT,-0.6217,0.00806,-0.07691,0.47239,0.37253,-1.0
PUT,-0.68647,0.00126,-0.08478,2.2019,0.37534,1.5697234063646277
PUT,-0.62434,0.00892,-0.18237,0.31711,0.50325,0.7127371273712739
PUT,-0.68071,0.01359,-0.57444,0.19344,0.4806,-1.0
PUT,-0.62317,0.00395,-0.25039,0.9757,0.3679,-1.0
PUT,-0.63823,0.00314,-0.09424,0.89068,0.46581,-1.0
PUT,-0.64527,0.00735,-0.06807,0.46444,0.39295,-1.0
PUT,-0.67056,0.00014,-0.44972,0.06366,5.06832,0.0369808138309087
PUT,-0.61147,0.00179,-0.08776,1.66708,0.43758,0.9973250388802488
PUT,-0.67227,0.0052,-0.3201,0.62942,0.39199,-1.0
PUT,-0.64611,0.00989,-0.29513,0.30135,0.46067,0.6303393213572847
PUT,-0.66781,0.00421,-0.42752,0.57412,0.54186,-0.97817896389325
PUT,-0.60125,0.01358,-0.09491,0.30316,0.35805,-1.0
PUT,-0.66413,0.00349,-0.23466,0.86801,0.43055,-1.0
PUT,-0.69289,0.0002,-0.16492,0.14798,2.19126,0.1924712585207039
PUT,-0.61458,0.00382,-0.08138,0.75499,0.47829,1.4768
PUT,-0.67903,0.00147,-0.19922,2.12326,0.38608,2.635226419814861
PUT,-0.67158,0.00703,-0.05048,0.4845,0.36596,-1.0
PUT,-0.6335,0.00719,-0.0677,0.5741,0.33541,-1.0
PUT,-0.63447,0.00475,-0.03893,0.74678,0.36839,0.9826963460730788
PUT,-0.61134,0.00337,-0.26624,1.00164,0.43218,-0.9963227783452504
PUT,-0.69291,0.01458,-0.48954,0.15321,0.54968,0.5519553072625685
PUT,-0.6282,0.00539,-0.30399,0.67806,0.39072,-1.0
PUT,-0.62055,0.00901,-0.07018,0.43853,0.36107,-1.0
PUT,-0.64504,0.00404,-0.47044,0.64203,0.52192,0.149579831932774
PUT,-0.68931,0.00374,-0.06866,0.61798,0.47501,1.1203431372549022
PUT,-0.61833,0.00371,-0.15368,0.77301,0.48655,-1.0
PUT,-0.67047,0.0095,-0.28992,0.27417,0.49732,-1.0
PUT,-0.63486,0.00265,-0.34949,0.79675,0.64487,-0.7401792201501569
PUT,-0.63729,0.00142,-0.12813,1.88225,0.45222,1.378002965892239
PUT,-0.6514,0.00197,-0.0426,1.37637,0.39237,0.2618397816663991
PUT,-0.68978,0.00394,-0.07074,0.62718,0.45821,0.6883183568677792
PUT,-0.60099,0.01756,-0.11327,0.1594,0.53597,0.1447761194029854
PUT,-0.67674,0.00792,-0.06525,0.4254,0.36805,-1.0
PUT,-0.61381,0.02457,-0.17509,0.10443,0.57027,1.1768421052631586
PUT,-0.66955,0.00268,-0.04405,0.97063,0.41099,-1.0
PUT,-0.648,0.00412,-0.17077,0.68184,0.47288,-1.0
PUT,-0.61448,0.00114,-0.0799,2.58256,0.41088,1.2714859437751005
PUT,-0.62419,0.00155,-0.09713,1.75536,0.45357,1.0146444620671426
PUT,-0.63753,0.00365,-0.3788,0.69289,0.54219,-0.7265858873841775
PUT,-0.67568,0.0019,-0.12922,1.24698,0.4715,-0.5765762875020053
PUT,-0.66531,0.00458,-0.14891,0.50274,0.54317,-0.0112653061224489
PUT,-0.6865,0.01216,-0.45684,0.17536,0.58671,1.3870669745958435
PUT,-0.60161,0.00737,-0.10444,0.32122,0.60978,-0.6684892086330932
PUT,-0.62586,0.00387,-0.074,0.81603,0.43155,1.387984631505414
PUT,-0.62635,0.00392,-0.46505,0.70247,0.51156,0.3919038076152312
PUT,-0.64276,0.00866,-0.21452,0.25939,0.60721,-0.637678721614802
PUT,-0.6202,0.00638,-0.39327,0.55495,0.40362,-0.6895277207392189
PUT,-0.69026,0.0013,-0.10487,1.73539,0.4329,1.0949510173323282
PUT,-0.68774,0.00394,-0.66589,0.73344,0.42717,9.017644859813084
PUT,-0.6005,0.02693,-0.17326,0.1033,0.5382,0.5035714285714283
PUT,-0.60601,0.00116,-0.08236,2.64372,0.40949,1.33404990403071
PUT,-0.6797,0.01316,-0.1958,0.23041,0.41652,-1.0
PUT,-0.65159,0.0238,-0.16407,0.13095,0.44592,-0.7603818615751798
PUT,-0.67953,0.00708,-0.49608,0.41115,0.43678,0.3199453551912571
PUT,-0.64307,0.00014,-0.1036,0.31493,1.30104,0.1756439489907947
PUT,-0.64135,0.00533,-0.40431,0.80551,0.32459,-0.4835526315789484
PUT,-0.6837,0.00596,-0.19151,0.42025,0.48791,1.356182212581345
PUT,-0.65943,0.00535,-0.06673,0.41018,0.56155,0.607473309608541
PUT,-0.69051,0.00208,-0.05758,1.09492,0.42506,-1.0
PUT,-0.67614,0.00016,-0.17516,0.12619,2.23279,0.0962046400951814
PUT,-0.60971,0.01882,-0.12035,0.14703,0.54055,-1.0
PUT,-0.6915,0.00399,-0.06868,0.61611,0.45073,1.2992691029900334
PUT,-0.60752,0.00195,-0.19165,1.92209,0.38298,2.8324427480916032
PUT,-0.61993,0.0381,-0.41582,0.06535,0.58004,-1.0
PUT,-0.64425,0.00612,-0.40562,0.51108,0.43609,-1.0
PUT,-0.62897,0.01187,-0.11116,0.22035,0.54172,-1.0
PUT,-0.68979,0.00276,-0.03314,1.31561,0.32382,0.1698941904571771
PUT,-0.67132,0.02476,-0.74343,0.10746,0.49105,1.780904522613067
PUT,-0.66491,0.0002,-0.10978,0.09282,2.67355,-0.1764256480218281
PUT,-0.63045,0.00023,-0.35865,0.19909,2.13876,0.1602600433405567
PUT,-0.67987,0.00541,-0.14068,0.40221,0.5576,-1.0
PUT,-0.62741,0.00843,-0.09483,0.32633,0.51202,-0.3074818986323408
PUT,-0.69994,0.00425,-0.03308,0.81963,0.31009,-1.0
PUT,-0.60197,0.00721,-0.46943,0.66994,0.30735,-1.0
